Year,Category,Nominee,Won?
1998,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Everett, Rupert in My Best Friend's Wedding",no
1998,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Hopkins, Anthony in Amistad",no
1998,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Kinnear, Greg in as Good as It Gets",no
1998,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Reynolds, Burt in Boogie Nights",yes
1998,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Voight, Jon in John Grisham's The Rainmaker",no
1998,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Williams, Robin in Good Will Hunting",no
1998,Best Foreign Language Film,"Artemisia from France, The Country of",no
1998,Best Foreign Language Film,"Best Man, The from Italy, The Country of",no
1998,Best Foreign Language Film,"Lea from Germany, The Country of",no
1998,Best Foreign Language Film,"My Life In Pink from Belgium, The Country of",yes
1998,Best Foreign Language Film,"Thief, The from Russia, The Country of",no
1998,Best Director - Motion Picture,"Brooks, James L. for as Good as It Gets",no
1998,Best Director - Motion Picture,"Cameron, James for Titanic",yes
1998,Best Director - Motion Picture,"Hanson, Curtis for L. a. Confidential",no
1998,Best Director - Motion Picture,"Sheridan, Jim for Boxer, The",no
1998,Best Director - Motion Picture,"Spielberg, Steven for Amistad",no
1998,Best Screenplay - Motion Picture,"Good Will Hunting by Affleck, BenDamon, Matt",yes
1998,Best Screenplay - Motion Picture,"as Good as It Gets by Andrus, Mark",no
1998,Best Screenplay - Motion Picture,"Titanic by Cameron, James",no
1998,Best Screenplay - Motion Picture,"L. a. Confidential by Hanson, Curtis",no
1998,Best Screenplay - Motion Picture,"Wag The Dog by Henkin, Hilary",no
1998,Best Original Score - Motion Picture,"KundunComposed by Glass, Philip",no
1998,Best Original Score - Motion Picture,"L. a. ConfidentialComposed by Goldsmith, Jerry",no
1998,Best Original Score - Motion Picture,"TitanicComposed by Horner, James",yes
1998,Best Original Score - Motion Picture,"GattacaComposed by Nyman, Michael",no
1998,Best Original Score - Motion Picture,"Seven Years In TibetComposed by Williams, John",no
1998,Best Original Song - Motion Picture,"'Go the Distance' Hercules    Lyrics by Zippel, David Music by Menken, Alan",no
1998,Best Original Song - Motion Picture,"'Journey To the Past' Anastasia    Lyrics by Ahrens, Lynn Music by Flaherty, Stephen",no
1998,Best Original Song - Motion Picture,"'My Heart Will Go On' Titanic    Lyrics by Jennings, Wilbur Music by Horner, James",yes
1998,Best Original Song - Motion Picture,"'Once Upon a December' Anastasia    Lyrics by Ahrens, Lynn Music by Flaherty, Stephen",no
1998,Best Original Song - Motion Picture,"'Tomorrow Never Dies' Tomorrow Never Dies    Music & Lyrics by Crow, Sheryl, Froom, Mitchell",no
1998,Best Television Series - Drama,Chicago Hope,no
1998,Best Television Series - Drama,Er,no
1998,Best Television Series - Drama,Law & Order,no
1998,Best Television Series - Drama,Nypd Blue,no
1998,Best Television Series - Drama,"X-Files, The",yes
1998,Best Performance by an Actress In A Television Series - Drama,"Anderson, Gillian in X-Files, The",no
1998,Best Performance by an Actress In A Television Series - Drama,"Delaney, Kim in Nypd Blue",no
1998,Best Performance by an Actress In A Television Series - Drama,"Downey, Roma in Touched By an Angel",no
1998,Best Performance by an Actress In A Television Series - Drama,"Lahti, Christine in Chicago Hope",yes
1998,Best Performance by an Actress In A Television Series - Drama,"Margulies, Julianna in Er",no
1998,Best Performance by an Actor In A Television Series - Drama,"Anderson, Kevin in Nothing Sacred",no
1998,Best Performance by an Actor In A Television Series - Drama,"Clooney, George in Er",no
1998,Best Performance by an Actor In A Television Series - Drama,"Duchovny, David in X-Files, The",no
1998,Best Performance by an Actor In A Television Series - Drama,"Edwards, Anthony in Er",yes
1998,Best Performance by an Actor In A Television Series - Drama,"Henriksen, Lance in Millennium",no
1998,Best Television Series - Comedy Or Musical,3Rd Rock From The Sun,no
1998,Best Television Series - Comedy Or Musical,Ally McBeal,yes
1998,Best Television Series - Comedy Or Musical,Frasier,no
1998,Best Television Series - Comedy Or Musical,Friends,no
1998,Best Television Series - Comedy Or Musical,Seinfeld,no
1998,Best Television Series - Comedy Or Musical,Spin City,no
1998,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Alley, Kirstie in Veronica's Closet",no
1998,Best Performance by an Actress In A Television Series - Comedy Or Musical,"DeGeneres, Ellen in Ellen",no
1998,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Elfman, Jenna in Dharma & Greg",no
1998,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Flockhart, Calista in Ally McBeal",yes
1998,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Hunt, Helen in Mad About You",no
1998,Best Performance by an Actress In A Television Series - Comedy Or Musical,"Shields, Brooke in Suddenly Susan",no
1998,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Fox, Michael J. in Spin City",yes
1998,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Grammer, Kelsey in Frasier",no
1998,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Lithgow, John in 3Rd Rock From The Sun",no
1998,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Reiser, Paul in Mad About You",no
1998,Best Performance by an Actor In A Television Series - Comedy Or Musical,"Seinfeld, Jerry in Seinfeld",no
1998,Best Mini-Series Or Motion Picture Made for Television,12 Angry Men,no
1998,Best Mini-Series Or Motion Picture Made for Television,Don King: Only In America,no
1998,Best Mini-Series Or Motion Picture Made for Television,George Wallace,yes
1998,Best Mini-Series Or Motion Picture Made for Television,Miss Evers' Boys,no
1998,Best Mini-Series Or Motion Picture Made for Television,"Odyssey, The",no
1998,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Barkin, Ellen in Before Women Had Wings",no
1998,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Malone, Jena in Hope",no
1998,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Redgrave, Vanessa in Bella Mafia",no
1998,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Streep, Meryl in First Do No Harm",no
1998,Best Performance by an Actress In A Mini-series or Motion Picture Made for Television,"Woodard, Alfre in Miss Evers' Boys",yes
1998,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Assante, Armand in Odyssey, The",no
1998,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Lemmon, Jack in 12 Angry Men",no
1998,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Modine, Matthew in What The Deaf Man Heard",no
1998,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Rhames, Ving in Don King: Only In America",yes
1998,Best Performance by an Actor in a Mini-Series or Motion Picture Made for Television,"Sinise, Gary in George Wallace",no
1998,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Fisher, Joely in Ellen",no
1998,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Jolie, Angelina in George Wallace",yes
1998,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Reese, Della in Touched By an Angel",no
1998,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Reuben, Gloria in Er",no
1998,"Best Performance by an Actress in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Winningham, Mare in George Wallace",no
1998,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Alexander, Jason in Seinfeld",no
1998,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Caine, Michael in Mandela and De Klerk",no
1998,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Hyde-Pierce, David in Frasier",no
1998,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Salle, Eriq La in Er",no
1998,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Scott, George C. in 12 Angry Men",yes
1998,"Best Performance by an Actor in a Supporting Role in a Series, Mini-Series or Motion Picture Made for Television","Wyle, Noah in Er",no
1997,Cecil B. DeMille Award,"Hoffman, Dustin",yes
1997,Best Motion Picture - Drama,Breaking The Waves,no
1997,Best Motion Picture - Drama,"English Patient, The",yes
1997,Best Motion Picture - Drama,"People Vs. Larry Flynt, The",no
1997,Best Motion Picture - Drama,Secrets & Lies,no
1997,Best Motion Picture - Drama,Shine,no
1997,Best Performance by an Actress in a Motion Picture - Drama,"Blethyn, Brenda in Secrets & Lies",yes
1997,Best Performance by an Actress in a Motion Picture - Drama,"Love, Courtney in People Vs. Larry Flynt, The",no
1997,Best Performance by an Actress in a Motion Picture - Drama,"Streep, Meryl in Marvin's Room",no
1997,Best Performance by an Actress in a Motion Picture - Drama,"Thomas, Kristin Scott in English Patient, The",no
1997,Best Performance by an Actress in a Motion Picture - Drama,"Watson, Emily in Breaking The Waves",no
1997,Best Performance by an Actor in a Motion Picture - Drama,"Fiennes, Ralph in English Patient, The",no
1997,Best Performance by an Actor in a Motion Picture - Drama,"Gibson, Mel in Ransom",no
1997,Best Performance by an Actor in a Motion Picture - Drama,"Harrelson, Woody in People Vs. Larry Flynt, The",no
1997,Best Performance by an Actor in a Motion Picture - Drama,"Neeson, Liam in Michael Collins",no
1997,Best Performance by an Actor in a Motion Picture - Drama,"Rush, Geoffrey in Shine",yes
1997,Best Motion Picture - Comedy Or Musical,"Jerry Maguire Produced by Crowe, Cameron, Mark, Laurence, Sakai, Richard",no
1997,Best Motion Picture - Comedy Or Musical,"Fargo Produced by Coen, Joel",no
1997,Best Motion Picture - Comedy Or Musical,Everyone Says I Love You,no
1997,Best Motion Picture - Comedy Or Musical,"Birdcage, The",no
1997,Best Motion Picture - Comedy Or Musical,"Evita Produced by Stigwood, Robert, Vajna, Andrew G.",yes
1997,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Close, Glenn in 101 Dalmatians",no
1997,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,Madonna in Evita,yes
1997,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"McDormand, Frances in Fargo",no
1997,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Reynolds, Debbie in Mother",no
1997,Best Performance by an Actress in a Motion Picture - Comedy Or Musical,"Streisand, Barbra in Mirror Has Two Faces, The",no
1997,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Banderas, Antonio in Evita",no
1997,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Costner, Kevin in Tin Cup",no
1997,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Cruise, Tom in Jerry Maguire",yes
1997,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Lane, Nathan in Birdcage, The",no
1997,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Murphy, Eddie in Nutty Professor, The",no
1997,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Allen, Joan in Crucible, The",no
1997,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Bacall, Lauren in Mirror Has Two Faces, The",yes
1997,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Binoche, Juliette in English Patient, The",no
1997,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Hershey, Barbara in Portrait Of a Lady, The",no
1997,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Jean-Baptiste, Marianne in Secrets & Lies",no
1997,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Ross, Marion in Evening Star, The",no
1997,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Gooding Jr., Cuba in Jerry Maguire",no
1997,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Jackson, Samuel L. in Time To Kill, a",no
1997,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Norton, Edward in Primal Fear",yes
1997,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Scofield, Paul in Crucible, The",no
1997,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Woods, James in Ghosts Of Mississippi",no
1997,Best Foreign Language Film,"Eighth Day, The from Belgium, The Country of",no
1997,Best Foreign Language Film,"Kolya from Czech Republic, The",yes
1997,Best Foreign Language Film,"Luna e l'Altra from Italy, The Country of",no
1997,Best Foreign Language Film,"Prisoner Of The Mountains from Russia, The Country of",no
1997,Best Foreign Language Film,"Ridicule from France, The Country of",no
1997,Best Director - Motion Picture,"Coen, Joel for Fargo",no
