Year,Category,Nominee,Won?
1962,Best Original Song - Motion Picture,"'Town Without Pity' Town Without Pity    Lyrics by Washington, Ned Music by Tiomkin, Dimitri",yes
1962,(Previous Award Given) Special Achievement Award,"Bronston, Samuel",yes
1962,(Previous Award Given) Actor In A Television Series,"Daly, John in ",yes
1962,(Previous Award Given) Actor In A Television Series,"Newhart, Bob in ",yes
1962,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Davis, Bette in Pocketful Of Miracles",no
1962,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Hepburn, Audrey in Breakfast at Tiffany's",no
1962,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Mills, Hayley in Parent Trap, The",no
1962,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Russell, Rosalind in Majority Of One, a",yes
1962,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Umeki, Miyoshi in Flower Drum Song",no
1962,(Previous Award Given) Actress In A Television Series,"Fredericks, Pauline in ",yes
1962,(Previous Award Given) Henrietta Award (World Film Favorites),"Heston, Charlton",yes
1962,(Previous Award Given) Henrietta Award (World Film Favorites),"Monroe, Marilyn",yes
1962,(Previous Award Given) Promoting International Understanding,"Bridge To The Sun directed by Étienne, Périer",no
1962,(Previous Award Given) Promoting International Understanding,"Judgment at Nuremberg directed by Kramer, Stanley",no
1962,(Previous Award Given) Promoting International Understanding,"Majority Of One, a directed by LeRoy, Mervyn",yes
1962,(Previous Award Given) New Star Of The Year - Actress,Ann-Margret,yes
1962,(Previous Award Given) New Star Of The Year - Actress,"Fonda, Jane",yes
1962,(Previous Award Given) New Star Of The Year - Actress,"Kaufman, Christine",yes
1962,(Previous Award Given) New Star Of The Year - Actress,"Tiffin, Pamela",no
1962,(Previous Award Given) New Star Of The Year - Actress,"Trantow, Cordula",no
1962,(Previous Award Given) New Star Of The Year - Actor,"Beatty, Warren",yes
1962,(Previous Award Given) New Star Of The Year - Actor,"Beymer, Richard",no
1962,(Previous Award Given) New Star Of The Year - Actor,"Chakiris, George",no
1962,(Previous Award Given) New Star Of The Year - Actor,"Darin, Bobby",yes
1962,(Previous Award Given) New Star Of The Year - Actor,"Scott, George C.",no
1962,(Previous Award Given) Picture - Comedy,Pocketful Of Miracles,no
1962,(Previous Award Given) Picture - Comedy,"Parent Trap, The",no
1962,(Previous Award Given) Picture - Comedy,"Breakfast at Tiffany's Produced by Shepherd, Richard",no
1962,(Previous Award Given) Picture - Comedy,"Majority Of One, a",yes
1962,(Previous Award Given) Picture - Comedy,"One, Two, Three",no
1962,(Previous Award Given) Picture - Musical,Babes In Toyland,no
1962,(Previous Award Given) Picture - Musical,Flower Drum Song,no
1962,(Previous Award Given) Picture - Musical,West Side Story,yes
1962,(Previous Award Given) Samuel Goldwyn International Award,Harry and The Butler,no
1962,(Previous Award Given) Samuel Goldwyn International Award,"American Beauty, The",no
1962,(Previous Award Given) Samuel Goldwyn International Award,Dangerous Liaisons,no
1962,(Previous Award Given) Samuel Goldwyn International Award,Antigone,no
1962,(Previous Award Given) Samuel Goldwyn International Award,Rocco and His Brothers,no
1962,(Previous Award Given) Samuel Goldwyn International Award,Two Women,yes
1962,(Previous Award Given) Samuel Goldwyn International Award,Yojimbo,no
1962,(Previous Award Given) Samuel Goldwyn International Award,"Important Man, The",no
1962,(Previous Award Given) Samuel Goldwyn International Award,"Mark, The",no
1962,(Previous Award Given) Samuel Goldwyn International Award,"Good Soldier Schweik, The",no
1962,(Previous Award Given) Television Series,My Three Sons,yes
1962,(Previous Award Given) Television Series,What's My Line ,yes
1961,Cecil B. DeMille Award,"Astaire, Fred",yes
1961,Best Motion Picture - Drama,Elmer Gantry,no
1961,Best Motion Picture - Drama,Inherit The Wind,no
1961,Best Motion Picture - Drama,Sons and Lovers,no
1961,Best Motion Picture - Drama,Spartacus,yes
1961,Best Motion Picture - Drama,Sunrise at Campobello,no
1961,Best Performance by an Actress in a Motion Picture - Drama,"Day, Doris in Midnight Lace",no
1961,Best Performance by an Actress in a Motion Picture - Drama,"Garson, Greer in Sunrise at Campobello",yes
1961,Best Performance by an Actress in a Motion Picture - Drama,"Kwan, Nancy in World Of Suzie Wong, The",no
1961,Best Performance by an Actress in a Motion Picture - Drama,"Simmons, Jean in Elmer Gantry",no
1961,Best Performance by an Actress in a Motion Picture - Drama,"Taylor, Elizabeth in Butterfield 8",no
1961,Best Performance by an Actor in a Motion Picture - Drama,"Howard, Trevor in Sons and Lovers",no
1961,Best Performance by an Actor in a Motion Picture - Drama,"Lancaster, Burt in Elmer Gantry",yes
1961,Best Performance by an Actor in a Motion Picture - Drama,"Olivier, Laurence in Spartacus",no
1961,Best Performance by an Actor in a Motion Picture - Drama,"Stockwell, Dean in Sons and Lovers",no
1961,Best Performance by an Actor in a Motion Picture - Drama,"Tracy, Spencer in Inherit The Wind",no
1961,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Bogarde, Dirk in Song Without End",no
1961,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,Cantinflas in Pepe,no
1961,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Grant, Cary in Grass Is Greener, The",no
1961,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Hope, Bob in Facts Of Life, The",no
1961,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Lemmon, Jack in Apartment, The",yes
1961,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Balin, Ina in From The Terrace",no
1961,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Jones, Shirley in Elmer Gantry",no
1961,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Knight, Shirley in Dark at The Top Of The Stairs, The",no
1961,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Leigh, Janet in Psycho",yes
1961,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Ure, Mary in Sons and Lovers",no
1961,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Kinsolving, Lee in Dark at The Top Of The Stairs, The",no
1961,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Mineo, Sal in Exodus",yes
1961,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Stricklyn, Ray in Plunderers, The",no
1961,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Strode, Woody in Spartacus",no
1961,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Ustinov, Peter in Spartacus",no
1961,Best Director - Motion Picture,"Brooks, Richard for Elmer Gantry",no
1961,Best Director - Motion Picture,"Cardiff, Jack for Sons and Lovers",yes
1961,Best Director - Motion Picture,"Kubrick, Stanley for Spartacus",no
1961,Best Director - Motion Picture,"Wilder, Billy for Apartment, The",no
1961,Best Director - Motion Picture,"Zinnemann, Fred for Sundowners, The",no
1961,Best Original Score - Motion Picture,"World Of Suzie Wong, TheComposed by Duning, George",no
1961,Best Original Score - Motion Picture,"ExodusComposed by Gold, Ernest",no
1961,Best Original Score - Motion Picture,"PepeComposed by Green, John E.",no
1961,Best Original Score - Motion Picture,"SpartacusComposed by North, Alex",no
1961,Best Original Score - Motion Picture,"Alamo, TheComposed by Tiomkin, Dimitri",yes
1961,(Previous Award Given) Special Achievement Award,"Kramer, Stanley",yes
1961,(Previous Award Given) Special Achievement Award,"Zinnemann, Fred",yes
1961,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Ball, Lucille in Facts Of Life, The",no
1961,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,Capucine in Song Without End,no
1961,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Holliday, Judy in Bells Are Ringing",no
1961,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Loren, Sophia in It Started In Naples",no
1961,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"MacLaine, Shirley in Apartment, The",yes
1961,(Previous Award Given) Henrietta Award (World Film Favorites),"Curtis, Tony",yes
1961,(Previous Award Given) Henrietta Award (World Film Favorites),"Hudson, Rock",yes
1961,(Previous Award Given) Henrietta Award (World Film Favorites),"Lollobrigida, Gina",yes
1961,(Previous Award Given) Promoting International Understanding,"Hand In Hand directed by Leacock, Philip",yes
1961,(Previous Award Given) Promoting International Understanding,"Conspiracy Of Hearts directed by Thomas, Ralph",no
1961,(Previous Award Given) New Star Of The Year - Actress,"Balin, Ina",yes
1961,(Previous Award Given) New Star Of The Year - Actress,"Hayworth, Jill",no
1961,(Previous Award Given) New Star Of The Year - Actress,"Knight, Shirley",no
1961,(Previous Award Given) New Star Of The Year - Actress,"Kwan, Nancy",yes
1961,(Previous Award Given) New Star Of The Year - Actress,"Mills, Hayley",yes
1961,(Previous Award Given) New Star Of The Year - Actress,"Newmar, Julie",no
1961,(Previous Award Given) New Star Of The Year - Actor,"Callan, Michael",yes
1961,(Previous Award Given) New Star Of The Year - Actor,"Damon, Mark",yes
1961,(Previous Award Given) New Star Of The Year - Actor,"Falk, Peter",no
1961,(Previous Award Given) New Star Of The Year - Actor,"Halsey, Brett",yes
1961,(Previous Award Given) New Star Of The Year - Actor,"Janssen, David",no
1961,(Previous Award Given) New Star Of The Year - Actor,"Vaughn, Robert",no
1961,(Previous Award Given) Picture - Comedy,"Grass Is Greener, The",no
1961,(Previous Award Given) Picture - Comedy,"Facts Of Life, The",no
1961,(Previous Award Given) Picture - Comedy,Our Man In Havana,no
1961,(Previous Award Given) Picture - Comedy,It Started In Naples,no
1961,(Previous Award Given) Picture - Comedy,"Apartment, The",yes
1961,(Previous Award Given) Picture - Musical,Can-Can,no
1961,(Previous Award Given) Picture - Musical,Bells Are Ringing,no
1961,(Previous Award Given) Picture - Musical,Song Without End,yes
1961,(Previous Award Given) Picture - Musical,Pepe,no
1961,(Previous Award Given) Picture - Musical,Let's Make Love,no
1961,(Previous Award Given) Samuel Goldwyn International Award,End Of Innocence,no
1961,(Previous Award Given) Samuel Goldwyn International Award,"Hiroshima, Mon Amour",no
1961,(Previous Award Given) Samuel Goldwyn International Award,"Truth, The",yes
1961,(Previous Award Given) Samuel Goldwyn International Award,Never On Sunday,no
1961,(Previous Award Given) Samuel Goldwyn International Award,"World Of Apu, The",no
1961,(Previous Award Given) Samuel Goldwyn International Award,Kap,no
1961,(Previous Award Given) Samuel Goldwyn International Award,Macario,no
1961,(Previous Award Given) Samuel Goldwyn International Award,"Virgin Spring, The",yes
1961,(Previous Award Given) Samuel Goldwyn International Award,"Angry Silence, The",no
1961,(Previous Award Given) Samuel Goldwyn International Award,"Trials Of Oscar Wilde, The",yes
1961,(Previous Award Given) Samuel Goldwyn International Award,Tunes Of Glory,no
1961,(Previous Award Given) Samuel Goldwyn International Award,Ballad Of a Soldier,no
1961,(Previous Award Given) Television Achievement,,yes
1961,(Previous Award Given) Television Achievement,"Cronkite, Walter",yes
1961,(Previous Award Given) Television Achievement,"Hanna, William",yes
1960,Cecil B. DeMille Award,"Crosby, Bing",yes
1960,Best Motion Picture - Drama,Anatomy Of a Murder,no
1960,Best Motion Picture - Drama,Ben-Hur,yes
1960,Best Motion Picture - Drama,"Diary Of Anne Frank, The",no
1960,Best Motion Picture - Drama,"Nun's Story, The",no
1960,Best Motion Picture - Drama,On The Beach,no
1960,Best Performance by an Actress in a Motion Picture - Drama,"Hepburn, Audrey in Nun's Story, The",no
1960,Best Performance by an Actress in a Motion Picture - Drama,"Hepburn, Katharine in Suddenly, Last Summer",no
1960,Best Performance by an Actress in a Motion Picture - Drama,"Remick, Lee in Anatomy Of a Murder",no
1960,Best Performance by an Actress in a Motion Picture - Drama,"Signoret, Simone in Room at The Top",no
1960,Best Performance by an Actress in a Motion Picture - Drama,"Taylor, Elizabeth in Suddenly, Last Summer",yes
1960,Best Performance by an Actor in a Motion Picture - Drama,"Burton, Richard in Look Back In Anger",no
1960,Best Performance by an Actor in a Motion Picture - Drama,"Franciosa, Anthony in Career",yes
1960,Best Performance by an Actor in a Motion Picture - Drama,"Heston, Charlton in Ben-Hur",no
1960,Best Performance by an Actor in a Motion Picture - Drama,"March, Fredric in Middle Of The Night",no
1960,Best Performance by an Actor in a Motion Picture - Drama,"Schildkraut, Joseph in Diary Of Anne Frank, The",no
1960,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Gable, Clark in But Not For Me",no
1960,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Grant, Cary in Operation Petticoat",no
1960,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Lemmon, Jack in Some Like It Hot",yes
1960,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Martin, Dean in Who Was That Lady ",no
1960,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Poitier, Sidney in Porgy and Bess",no
1960,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Evans, Edith in Nun's Story, The",no
1960,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Hemsley, Estelle in Take a Giant Step",no
1960,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Kohner, Susan in Imitation Of Life",yes
1960,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Moore, Juanita in Imitation Of Life",no
1960,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Winters, Shelley in Diary Of Anne Frank, The",no
1960,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Astaire, Fred in On The Beach",no
1960,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Boyd, Stephen in Ben-Hur",yes
1960,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Randall, Tony in Pillow Talk",no
1960,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Vaughn, Robert in Young Philadelphians, The",no
1960,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Welch, Joseph in Anatomy Of a Murder",no
1960,Best Director - Motion Picture,"Kramer, Stanley for On The Beach",no
1960,Best Director - Motion Picture,"Preminger, Otto for Anatomy Of a Murder",no
1960,Best Director - Motion Picture,"Stevens, George for Diary Of Anne Frank, The",no
1960,Best Director - Motion Picture,"Wyler, William for Ben-Hur",yes
1960,Best Director - Motion Picture,"Zinnemann, Fred for Nun's Story, The",no
1960,Best Original Score - Motion Picture,"On The BeachComposed by Gold, Ernest",yes
1960,(Previous Award Given) Special Achievement Award,"Marton, Andrew",yes
1960,(Previous Award Given) Special Achievement Award,"Zinnemann, Fred",yes
1960,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Dandridge, Dorothy in Porgy and Bess",no
1960,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Day, Doris in Pillow Talk",no
1960,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"MacLaine, Shirley in Ask Any Girl",no
1960,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Monroe, Marilyn in Some Like It Hot",yes
1960,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Palmer, Lilli in But Not For Me",no
1960,(Previous Award Given) Henrietta Award (World Film Favorites),"Day, Doris",yes
1960,(Previous Award Given) Henrietta Award (World Film Favorites),"Hudson, Rock",yes
1960,(Previous Award Given) Promoting International Understanding,"On The Beach directed by Kramer, Stanley",no
1960,(Previous Award Given) Promoting International Understanding,"Take a Giant Step directed by Leacock, Philip",no
1960,(Previous Award Given) Promoting International Understanding,"Diary Of Anne Frank, The directed by Stevens, George",yes
1960,(Previous Award Given) Promoting International Understanding,"Odds Against Tomorrow directed by Wise, Robert",no
1960,(Previous Award Given) Promoting International Understanding,"Nun's Story, The directed by Zinnemann, Fred",no
1960,(Previous Award Given) New Star Of The Year - Actress,"Baker, Diane",no
1960,(Previous Award Given) New Star Of The Year - Actress,"Dickinson, Angie",yes
1960,(Previous Award Given) New Star Of The Year - Actress,"Lynley, Carol",no
1960,(Previous Award Given) New Star Of The Year - Actress,"Mimieux, Yvette",no
1960,(Previous Award Given) New Star Of The Year - Actress,"Munro, Janet",yes
1960,(Previous Award Given) New Star Of The Year - Actress,"Robbins, Cindy",no
1960,(Previous Award Given) New Star Of The Year - Actress,"Stevens, Stella",yes
1960,(Previous Award Given) New Star Of The Year - Actress,"Weld, Tuesday",yes
1960,(Previous Award Given) New Star Of The Year - Actor,"Callan, Michael",no
1960,(Previous Award Given) New Star Of The Year - Actor,"Coe, Barry",yes
1960,(Previous Award Given) New Star Of The Year - Actor,"Donahue, Troy",yes
1960,(Previous Award Given) New Star Of The Year - Actor,"Hamilton, George",yes
1960,(Previous Award Given) New Star Of The Year - Actor,"Shigeta, James",yes
1960,(Previous Award Given) Picture - Comedy,Operation Petticoat,no
1960,(Previous Award Given) Picture - Comedy,"Pillow Talk Produced by Melcher, Martin",no
1960,(Previous Award Given) Picture - Comedy,Who Was That Lady ,no
1960,(Previous Award Given) Picture - Comedy,"But Not For Me Produced by Seaton, George",no
1960,(Previous Award Given) Picture - Comedy,Some Like It Hot,yes
1960,(Previous Award Given) Picture - Musical,Porgy and Bess,yes
1960,(Previous Award Given) Picture - Musical,Li'l Abner,no
1960,(Previous Award Given) Picture - Musical,"Five Pennies, The",no
1960,(Previous Award Given) Picture - Musical,Say One For Me,no
1960,(Previous Award Given) Picture - Musical,"Private's Affair, a",no
1960,(Previous Award Given) Samuel Goldwyn International Award,Black Orpheus,yes
1960,(Previous Award Given) Samuel Goldwyn International Award,Odd Obsession,yes
1960,(Previous Award Given) Samuel Goldwyn International Award,Wild Strawberries,yes
1960,(Previous Award Given) Samuel Goldwyn International Award,Room at The Top,no
1960,(Previous Award Given) Samuel Goldwyn International Award,Aren't We Wonderful ,yes
1960,(Previous Award Given) Samuel Goldwyn International Award,"Bridge, The",yes
1960,(Previous Award Given) Television Achievement,"Murrow, Edward R.",yes
1959,Cecil B. DeMille Award,"Chevalier, Maurice",yes
1959,Best Motion Picture - Drama,Cat On a Hot Tin Roof,no
1959,Best Motion Picture - Drama,"Defiant Ones, The",yes
1959,Best Motion Picture - Drama,Home Before Dark,no
1959,Best Motion Picture - Drama,I Want To Live!,no
1959,Best Motion Picture - Drama,Separate Tables,no
1959,Best Performance by an Actress in a Motion Picture - Drama,"Bergman, Ingrid in Inn Of The Sixth Happiness, The",no
1959,Best Performance by an Actress in a Motion Picture - Drama,"Hayward, Susan in I Want To Live!",yes
1959,Best Performance by an Actress in a Motion Picture - Drama,"Kerr, Deborah in Separate Tables",no
1959,Best Performance by an Actress in a Motion Picture - Drama,"MacLaine, Shirley in Some Came Running",no
1959,Best Performance by an Actress in a Motion Picture - Drama,"Simmons, Jean in Home Before Dark",no
1959,Best Performance by an Actor in a Motion Picture - Drama,"Curtis, Tony in Defiant Ones, The",no
1959,Best Performance by an Actor in a Motion Picture - Drama,"Donat, Robert in Inn Of The Sixth Happiness, The",no
1959,Best Performance by an Actor in a Motion Picture - Drama,"Niven, David in Separate Tables",yes
1959,Best Performance by an Actor in a Motion Picture - Drama,"Poitier, Sidney in Defiant Ones, The",no
1959,Best Performance by an Actor in a Motion Picture - Drama,"Tracy, Spencer in Old Man and The Sea, The",no
1959,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Chevalier, Maurice in Gigi",no
1959,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Gable, Clark in Teacher's Pet",no
1959,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Grant, Cary in Indiscreet",no
1959,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Jordan, Louis in Gigi",no
1959,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Kaye, Danny in Me and The Colonel",yes
1959,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Cass, Peggy in Auntie Mame",no
1959,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Gingold, Hermione in Gigi",yes
1959,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Hiller, Wendy in Separate Tables",no
1959,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Stapleton, Maureen in Lonelyhearts",no
1959,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Williams, Cara in Defiant Ones, The",no
1959,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Guardino, Harry in Houseboat",no
1959,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Ives, Burl in Big Country, The",yes
1959,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Ladd, David in Proud Rebel, The",no
1959,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Young, Gig in Teacher's Pet",no
1959,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Zimbalist Jr., Efrem in Home Before Dark",no
1959,Best Director - Motion Picture,"Brooks, Richard for Cat On a Hot Tin Roof",no
1959,Best Director - Motion Picture,"Kramer, Stanley for Defiant Ones, The",no
1959,Best Director - Motion Picture,"Mann, Delbert for Separate Tables",no
1959,Best Director - Motion Picture,"Minnelli, Vincente for Gigi",yes
1959,Best Director - Motion Picture,"Wise, Robert for I Want To Live!",no
1959,(Previous Award Given) Special Achievement Award,"MacLaine, Shirley",yes
1959,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Bergman, Ingrid in Indiscreet",no
1959,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Caron, Leslie in Gigi",no
1959,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Day, Doris in Tunnel Of Love, The",no
1959,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Gaynor, Mitzi in South Pacific",no
1959,(Previous Award Given) Actress In A Leading Role - Musical Or Comedy,"Russell, Rosalind in Auntie Mame",yes
1959,(Previous Award Given) Henrietta Award (World Film Favorites),"Hudson, Rock",yes
1959,(Previous Award Given) Henrietta Award (World Film Favorites),"Kerr, Deborah",yes
1959,(Previous Award Given) Juvenile Performance,"Ladd, David in Proud Rebel, The",yes
1959,(Previous Award Given) Promoting International Understanding,"Young Lions, The directed by Dmytryk, Edward",no
1959,(Previous Award Given) Promoting International Understanding,"Me and The Colonel directed by Glenville, Peter",no
1959,(Previous Award Given) Promoting International Understanding,"Defiant Ones, The directed by Kramer, Stanley",no
1959,(Previous Award Given) Promoting International Understanding,"Inn Of The Sixth Happiness, The directed by Robson, Mark",yes
1959,(Previous Award Given) Promoting International Understanding,"Time To Love and a Time To Die, a directed by Sirk, Douglas",no
1959,(Previous Award Given) New Star Of The Year - Actress,"Barnes, Joanna",no
1959,(Previous Award Given) New Star Of The Year - Actress,"Cristal, Linda",yes
1959,(Previous Award Given) New Star Of The Year - Actress,"Kohner, Susan",yes
1959,(Previous Award Given) New Star Of The Year - Actress,"Louise, Tina",yes
1959,(Previous Award Given) New Star Of The Year - Actress,"Lynley, Carol",no
1959,(Previous Award Given) New Star Of The Year - Actress,"Nuyen, France",no
1959,(Previous Award Given) New Star Of The Year - Actor,"Dillman, Bradford",yes
1959,(Previous Award Given) New Star Of The Year - Actor,"Gavin, John",yes
1959,(Previous Award Given) New Star Of The Year - Actor,"Ladd, David",no
1959,(Previous Award Given) New Star Of The Year - Actor,"Nelson, Ricky",no
1959,(Previous Award Given) New Star Of The Year - Actor,"Stricklyn, Ray",no
1959,(Previous Award Given) New Star Of The Year - Actor,"Zimbalist Jr., Efrem",yes
1959,(Previous Award Given) Picture - Comedy,"Perfect Furlough, The",no
1959,(Previous Award Given) Picture - Comedy,"Bell, Book and Candle",no
1959,(Previous Award Given) Picture - Comedy,Indiscreet,no
1959,(Previous Award Given) Picture - Comedy,Me and The Colonel,no
1959,(Previous Award Given) Picture - Comedy,Auntie Mame,yes
1959,(Previous Award Given) Picture - Musical,"Damn Yankees Produced by Donen, Stanley",no
1959,(Previous Award Given) Picture - Musical,South Pacific,no
1959,(Previous Award Given) Picture - Musical,Gigi,yes
1959,(Previous Award Given) Picture - Musical,Tom Thumb,no
1959,(Previous Award Given) Samuel Goldwyn International Award,"Girl and The River, The",yes
1959,(Previous Award Given) Samuel Goldwyn International Award,"Two Eyes, Twelve Hands",no
1959,(Previous Award Given) Samuel Goldwyn International Award,"Night To Remember, a",yes
1959,(Previous Award Given) Samuel Goldwyn International Award,"Girl Rosemarie, The",yes
1959,(Previous Award Given) Samuel Goldwyn International Award,"Road a Year Long, The",yes
1959,(Previous Award Given) Television Achievement,"Coates, Paul",yes
1959,(Previous Award Given) Television Achievement,"Orr, William",yes
1959,(Previous Award Given) Television Achievement,"Skelton, Red",yes
1959,(Previous Award Given) Television Achievement,"Sothern, Ann",yes
1959,(Previous Award Given) Television Achievement,"Sullivan, Ed",yes
1959,(Previous Award Given) Television Achievement,"Young, Loretta",yes
1958,Cecil B. DeMille Award,"Adler, Buddy",yes
1958,Best Motion Picture - Drama,12 Angry Men,no
1958,Best Motion Picture - Drama,"Bridge On The River Kwai, The",yes
1958,Best Motion Picture - Drama,Sayonara,no
1958,Best Motion Picture - Drama,Wild Is The Wind,no
1958,Best Motion Picture - Drama,Witness For The Prosecution,no
1958,Best Performance by an Actress in a Motion Picture - Drama,"Dietrich, Marlene in Witness For The Prosecution",no
1958,Best Performance by an Actress in a Motion Picture - Drama,"Kerr, Deborah in Heaven Knows, Mr. Allison",no
1958,Best Performance by an Actress in a Motion Picture - Drama,"Magnani, Anna in Wild Is The Wind",no
1958,Best Performance by an Actress in a Motion Picture - Drama,"Saint, Eva Marie in Hatful Of Rain, a",no
1958,Best Performance by an Actress in a Motion Picture - Drama,"Woodward, Joanne in Three Faces Of Eve, The",yes
1958,Best Performance by an Actor in a Motion Picture - Drama,"Brando, Marlon in Sayonara",no
1958,Best Performance by an Actor in a Motion Picture - Drama,"Fonda, Henry in 12 Angry Men",no
1958,Best Performance by an Actor in a Motion Picture - Drama,"Franciosa, Anthony in Hatful Of Rain, a",no
1958,Best Performance by an Actor in a Motion Picture - Drama,"Guinness, Alec in Bridge On The River Kwai, The",yes
1958,Best Performance by an Actor in a Motion Picture - Drama,"Laughton, Charles in Witness For The Prosecution",no
1958,Best Motion Picture - Comedy Or Musical,Silk Stockings,no
1958,Best Motion Picture - Comedy Or Musical,Pal Joey,no
1958,Best Motion Picture - Comedy Or Musical,Les Girls,yes
1958,Best Motion Picture - Comedy Or Musical,Don't Go Near The Water,no
1958,Best Motion Picture - Comedy Or Musical,Love In The Afternoon,no
1958,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Chevalier, Maurice in Love In The Afternoon",no
1958,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Ford, Glenn in Don't Go Near The Water",no
1958,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Niven, David in My Man Godfrey",no
1958,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Randall, Tony in Will Success Spoil Rock Hunter ",no
1958,Best Performance by an Actor in a Motion Picture - Comedy Or Musical,"Sinatra, Frank in Pal Joey",yes
1958,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Dunnock, Mildred in Peyton Place",no
1958,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Lanchester, Elsa in Witness For The Prosecution",yes
1958,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Lange, Hope in Peyton Place",no
1958,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Sears, Heather in Story Of Esther Costello, The",no
1958,Best Performance by an Actress In A Supporting Role in a Motion Picture,"Umeki, Miyoshi in Sayonara",no
1958,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Buttons, Red in Sayonara",yes
1958,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Cobb, Lee J. in 12 Angry Men",no
1958,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Hayakawa, Sessue in Bridge On The River Kwai, The",no
1958,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Patrick, Nigel in Raintree County",no
1958,Best Performance by an Actor In A Supporting Role in a Motion Picture,"Wynn, Ed in Great Man, The",no
1958,Best Foreign Language Film,"Confessions Of Felix Krull, The from West Germany, The Country of",yes
1958,Best Foreign Language Film,"Tizoc from Mexico, The Country of",yes
